2.000000000000000164e-05	8.401621599994284206e-02	9.456454712951503638e-02	9.918156448975581907e-02	2.592606213613857583e-02	2.922132442703738106e-02	3.221889714197553878e-02
2.199999999999999943e-05	8.726555663224962178e-02	9.427877832584562190e-02	1.021582709230753755e-01	2.633259929398917149e-02	2.986031445722099609e-02	3.295307016652294224e-02
2.400000000000000061e-05	8.816760547156994587e-02	9.618990772107781362e-02	1.024866843785946918e-01	2.678624726629429825e-02	3.034766521158531460e-02	3.349404807872487927e-02
2.599999999999999840e-05	9.033929305378245178e-02	9.986624850597326797e-02	1.057762162878494311e-01	2.733437933478679097e-02	3.098984512230647942e-02	3.408860980830000220e-02
2.799999999999999958e-05	9.342152423419881890e-02	1.011861056855731661e-01	1.083956361438550703e-01	2.780092356384932656e-02	3.148513875292343472e-02	3.490691084358023971e-02
3.000000000000000076e-05	9.186667593403446963e-02	1.017804132005140638e-01	1.082460561075931776e-01	2.804357909141145383e-02	3.186797534587184483e-02	3.569750476242511406e-02
3.199999999999999855e-05	9.359878950027658573e-02	1.039412326644979651e-01	1.109187654111785798e-01	2.854859831274783946e-02	3.256759863133004695e-02	3.632729007738995375e-02
3.399999999999999973e-05	9.560008055808322247e-02	1.040887977190562558e-01	1.137271277567374894e-01	2.890703684041570631e-02	3.302256694451109753e-02	3.677860924321527114e-02
3.600000000000000091e-05	9.645521229054815349e-02	1.052827721149090096e-01	1.146322271210921256e-01	2.917238922995817052e-02	3.346482887498515579e-02	3.702407175001797002e-02
3.800000000000000209e-05	9.825116282274325152e-02	1.076479517585824108e-01	1.151601494107340473e-01	2.953331871589736507e-02	3.375484857982247872e-02	3.782999042863589151e-02
4.000000000000000327e-05	9.975410015090360738e-02	1.090070686887529422e-01	1.177791338192306081e-01	2.988886368989934414e-02	3.413815135561443920e-02	3.838177049464277374e-02
4.199999999999999768e-05	9.916236451399937368e-02	1.106020653649884278e-01	1.187267379087047353e-01	3.019112209320401821e-02	3.464230911389766521e-02	3.865794619581323921e-02
4.399999999999999886e-05	1.014778984661998118e-01	1.106032442081820583e-01	1.207499085648802012e-01	3.059298537206484037e-02	3.495891567598118088e-02	3.875867766858501207e-02
4.600000000000000004e-05	1.028868339909080887e-01	1.103147829072395475e-01	1.209943160869106499e-01	3.107989686758677594e-02	3.514497263496289131e-02	3.941281105165620607e-02
4.800000000000000122e-05	1.030943610940811966e-01	1.111426093258017500e-01	1.232542677704456524e-01	3.101733406368801377e-02	3.556501303213456533e-02	4.023266088956755498e-02
5.000000000000000240e-05	1.055083867772744349e-01	1.141909085219424691e-01	1.251831608470338475e-01	3.108463170786818913e-02	3.597073472798682781e-02	4.030455527373387470e-02
5.199999999999999680e-05	1.048149766839150121e-01	1.167030851334551339e-01	1.251660433992780874e-01	3.149823248296827055e-02	3.594947860621711122e-02	4.033398312735130692e-02
5.399999999999999798e-05	1.035814569440672572e-01	1.196035891293142778e-01	1.267096890484601113e-01	3.191748810503853423e-02	3.672026887229652009e-02	4.087401645740641742e-02
5.599999999999999916e-05	1.050315206894429504e-01	1.189459161455067165e-01	1.263527667623614847e-01	3.226737681948929626e-02	3.706777230607458118e-02	4.174942809574869185e-02
5.800000000000000034e-05	1.074067011738777666e-01	1.186349742616031044e-01	1.281471719284569821e-01	3.202468004101780008e-02	3.716048190776754384e-02	4.176249529855731446e-02
6.000000000000000152e-05	1.081618035241278669e-01	1.198493001990846851e-01	1.299891709028022924e-01	3.215942199675791979e-02	3.738632582645422253e-02	4.199302417956836397e-02
6.200000000000000270e-05	1.077874728343975741e-01	1.195271929477446926e-01	1.307417257277237455e-01	3.289330181041540124e-02	3.759131339174282688e-02	4.195134380162036242e-02
6.399999999999999710e-05	1.093778826265687787e-01	1.192994726735121525e-01	1.322759271094021416e-01	3.298209096625027287e-02	3.802859991564708220e-02	4.232094448753532384e-02
6.600000000000000506e-05	1.113171492050489680e-01	1.217188646951826159e-01	1.331760227619311898e-01	3.290207807150475477e-02	3.832538275812308326e-02	4.300535807673565303e-02
6.799999999999999946e-05	1.102401954596331224e-01	1.232383593290336671e-01	1.318287262775598156e-01	3.287060015623014669e-02	3.861876109238605859e-02	4.306756581787021809e-02
6.999999999999999387e-05	1.130879660254950486e-01	1.248718770715886717e-01	1.318087940926367108e-01	3.317744737157245910e-02	3.858245074423293647e-02	4.374196304382750589e-02
7.200000000000000182e-05	1.128969774554911681e-01	1.251812939860112717e-01	1.344258556830824625e-01	3.395816693878135617e-02	3.885023337551073153e-02	4.361041087264711652e-02
7.399999999999999623e-05	1.117214722579836228e-01	1.244437861565047820e-01	1.373494324599523475e-01	3.378826476660804629e-02	3.875784206540688198e-02	4.338070918560998218e-02
7.600000000000000418e-05	1.142312633284215950e-01	1.278254200569650945e-01	1.358525351392965708e-01	3.391082028744429877e-02	3.891127885582915114e-02	4.418297465801525326e-02
7.799999999999999859e-05	1.158392920747797067e-01	1.264539179795327595e-01	1.363706985625813828e-01	3.417650001904860152e-02	3.960342029614010578e-02	4.441349714794847608e-02
8.000000000000000654e-05	1.143313401702042847e-01	1.258393479974870555e-01	1.395934418968737267e-01	3.424244660047005839e-02	3.969948794514759766e-02	4.447598663587755408e-02
8.200000000000000095e-05	1.151322744632234524e-01	1.285119676654492560e-01	1.413602968612094335e-01	3.447336738928764854e-02	3.938108591584277285e-02	4.492711848298368976e-02
8.399999999999999535e-05	1.185454020283921300e-01	1.300210604912382384e-01	1.436794524380207994e-01	3.428383440633564483e-02	3.953673217079088642e-02	4.521321542022641027e-02
8.600000000000000331e-05	1.178885622091107033e-01	1.277514140722406932e-01	1.413404781222642737e-01	3.447779941574374146e-02	4.009918664143265893e-02	4.502339971681123404e-02
8.799999999999999771e-05	1.159660284169353878e-01	1.297366144760937201e-01	1.407338538081465695e-01	3.467518966330704333e-02	4.031461768467364121e-02	4.503015956044387202e-02
9.000000000000000567e-05	1.163507366412756538e-01	1.346360791718490824e-01	1.451627572680077027e-01	3.458174201705540435e-02	4.015145339681767261e-02	4.607229893485565581e-02
9.200000000000000007e-05	1.172728323946569118e-01	1.324166255442671969e-01	1.440428253711782403e-01	3.476931495357844792e-02	4.045748174219859078e-02	4.588813732250057037e-02
9.399999999999999448e-05	1.185586446681823475e-01	1.313174261323589442e-01	1.427749214669821187e-01	3.531490646483345652e-02	4.078868836503467266e-02	4.559962594251202456e-02
9.600000000000000243e-05	1.214840706097579937e-01	1.366689989275258199e-01	1.457550950932804679e-01	3.542878650979467553e-02	4.120876470716591800e-02	4.626256937401719560e-02
9.799999999999999684e-05	1.205827469767087601e-01	1.343223107677521122e-01	1.434989294640199864e-01	3.549925431828422628e-02	4.135744244621822330e-02	4.638501886834759530e-02
1.000000000000000048e-04	1.212726114434486552e-01	1.322862458142270436e-01	1.446552183725572649e-01	3.563794918676410628e-02	4.118193196573733533e-02	4.643335708404371098e-02
1.019999999999999992e-04	1.219660419189848855e-01	1.338409161382506374e-01	1.488408390400986492e-01	3.562574993373034127e-02	4.138491157847837276e-02	4.666798160951566438e-02
1.039999999999999936e-04	1.215978797288799346e-01	1.341093878521474325e-01	1.488505197666162572e-01	3.585370852579771589e-02	4.152059574441468309e-02	4.693363355302613421e-02
1.060000000000000016e-04	1.213039588900670790e-01	1.377076772922346537e-01	1.480566386514551303e-01	3.577093074427074165e-02	4.173113543023757727e-02	4.739175167428041208e-02
1.079999999999999960e-04	1.232228997274975174e-01	1.366176714552122529e-01	1.468747853974400053e-01	3.557209190385699632e-02	4.156679260313140417e-02	4.779028739475398718e-02
1.100000000000000039e-04	1.239284314648254476e-01	1.346536393786599284e-01	1.492966899913433232e-01	3.552276132521074020e-02	4.201463568370372020e-02	4.784286874944587015e-02
1.119999999999999983e-04	1.239985481384104360e-01	1.369861210103693050e-01	1.570510612980690890e-01	3.605728034174707219e-02	4.229641457252533709e-02	4.770479148207727033e-02
1.140000000000000063e-04	1.229843921239166665e-01	1.393602906863974922e-01	1.531017858906580098e-01	3.629409810135777320e-02	4.194688807475379505e-02	4.768548943449762295e-02
1.160000000000000007e-04	1.247192713961839117e-01	1.392555582779252676e-01	1.482514317497974077e-01	3.633234288207984330e-02	4.227922165614372146e-02	4.772911622910488982e-02
1.179999999999999951e-04	1.252198041487629920e-01	1.422255808590911774e-01	1.515725238342390258e-01	3.644624797777073349e-02	4.297859355930069847e-02	4.775959159094728124e-02
1.200000000000000030e-04	1.234355203280812496e-01	1.397709342739185123e-01	1.532204935036437510e-01	3.654274463856160143e-02	4.264601970392989383e-02	4.813722892154857769e-02
1.219999999999999974e-04	1.247569894257606754e-01	1.400691537120997698e-01	1.518884689190872217e-01	3.662252240535164571e-02	4.251515039373906374e-02	4.850896815920709843e-02
1.240000000000000054e-04	1.232260772974963364e-01	1.426482607337167807e-01	1.512847110874886158e-01	3.630554333305573839e-02	4.266624482223844300e-02	4.856909492444037163e-02
1.259999999999999998e-04	1.265655040500163198e-01	1.426725466885673255e-01	1.546901195220582725e-01	3.637071766276225859e-02	4.242364449363018181e-02	4.891569151283332861e-02
1.279999999999999942e-04	1.294563419918220992e-01	1.419358473087958261e-01	1.569476505525243537e-01	3.681234133069789111e-02	4.237159509807432445e-02	4.862832584771283051e-02
1.299999999999999886e-04	1.305559615699529719e-01	1.401842693079312641e-01	1.585370963596081928e-01	3.698342598441473755e-02	4.312365375296083742e-02	4.846916616834603259e-02
1.320000000000000101e-04	1.288370115264204085e-01	1.420103595929511353e-01	1.572301504005728934e-01	3.700145292470635727e-02	4.356931405988306166e-02	4.900090549540002394e-02
1.340000000000000045e-04	1.284869862543116248e-01	1.433894895267016634e-01	1.578661321323074906e-01	3.739549562670681226e-02	4.317030704392330748e-02	4.914272264303643639e-02
1.359999999999999989e-04	1.287669261474963522e-01	1.461440411867244993e-01	1.580244911987642997e-01	3.746210065338029249e-02	4.380807839411782201e-02	4.854841955151776439e-02
1.379999999999999933e-04	1.278783920886646663e-01	1.424405903543457808e-01	1.568913933793917304e-01	3.680146827425583717e-02	4.406497279152980090e-02	4.840477042571130623e-02
1.399999999999999877e-04	1.301228873622320703e-01	1.412022549573092312e-01	1.552179620801510118e-01	3.693983646595740827e-02	4.363689220630632276e-02	4.956691689490756725e-02
1.420000000000000092e-04	1.316852382388973564e-01	1.485963082077305653e-01	1.602126260634696708e-01	3.773309572941803414e-02	4.362237259979799553e-02	4.991949507156297899e-02
1.440000000000000036e-04	1.300888960098297853e-01	1.485130781422709656e-01	1.597585596666908359e-01	3.768125784639183434e-02	4.331070923129940603e-02	4.996054638114404145e-02
1.459999999999999981e-04	1.303036077268333037e-01	1.439073425798125250e-01	1.559304903971195089e-01	3.707618380329067570e-02	4.298327066226783483e-02	4.965009441027040671e-02
1.479999999999999925e-04	1.315311475396785390e-01	1.463299342713264839e-01	1.575618155785500352e-01	3.747567641527672910e-02	4.398581915777677320e-02	4.983432582004169303e-02
1.499999999999999869e-04	1.310442454688782177e-01	1.489414265970358808e-01	1.621045514154629275e-01	3.816059827399744669e-02	4.468323680208878546e-02	5.051976436663539738e-02
1.520000000000000084e-04	1.299362926901409532e-01	1.479349387123236881e-01	1.664000317735200019e-01	3.736212202997248044e-02	4.363271789949126067e-02	4.980370533816653317e-02
1.540000000000000028e-04	1.272482952644581056e-01	1.492432937627914957e-01	1.640599701746532912e-01	3.764925265335759136e-02	4.387027915917546955e-02	4.977837970886878766e-02
1.559999999999999972e-04	1.294744599753715752e-01	1.501337057442615752e-01	1.607784301359347079e-01	3.788811831284423504e-02	4.456944771451774173e-02	5.007768343188886973e-02
1.579999999999999916e-04	1.354028779268238725e-01	1.492393892779102227e-01	1.640602030243973608e-01	3.735318599715314880e-02	4.413186495363068812e-02	5.004354514989111519e-02
1.600000000000000131e-04	1.338566214098141083e-01	1.459939428146081741e-01	1.650158072036234935e-01	3.758717267826970632e-02	4.420015578744311557e-02	5.026055751542759381e-02
1.620000000000000075e-04	1.319000475512138171e-01	1.462487734097621672e-01	1.620321533605131870e-01	3.772123717728762676e-02	4.448263091980383943e-02	5.047880740744501576e-02
1.640000000000000019e-04	1.340722321067487344e-01	1.479922430388297683e-01	1.665322072344593562e-01	3.803535775879104963e-02	4.450423140357917529e-02	5.080007712107736245e-02
1.659999999999999963e-04	1.373565202430319376e-01	1.526232259676224556e-01	1.678490769127757021e-01	3.813299858692014571e-02	4.435349454845574635e-02	5.102704960181463079e-02
1.679999999999999907e-04	1.350301100359422579e-01	1.549569086853793132e-01	1.659575981169026659e-01	3.774640985695002643e-02	4.440505021699098914e-02	5.126496647141425000e-02
1.700000000000000122e-04	1.310742657075953665e-01	1.515718529096010958e-01	1.662707285729418949e-01	3.775977705192927469e-02	4.445690955012444878e-02	5.089298078770949224e-02
1.720000000000000066e-04	1.352451065033288824e-01	1.506474087441020959e-01	1.671787344907526285e-01	3.816009449888586869e-02	4.436787282821288286e-02	5.125818960234241467e-02
1.740000000000000010e-04	1.345256189945100156e-01	1.502915910206812089e-01	1.648036483639587213e-01	3.813015459099393378e-02	4.478586009657055389e-02	5.149380547745825015e-02
1.759999999999999954e-04	1.325518227165965457e-01	1.495703380685164674e-01	1.649245499491215627e-01	3.817805122902695469e-02	4.523960115818214528e-02	5.131901296174480598e-02
1.779999999999999898e-04	1.362669724103137414e-01	1.520745698807516866e-01	1.670437997046232415e-01	3.869493238481699904e-02	4.508410426212271227e-02	5.080339310708151257e-02
1.800000000000000113e-04	1.365233248965720680e-01	1.532280891915072663e-01	1.699830863794809799e-01	3.844931742436009242e-02	4.543932679008062803e-02	5.089083044016776830e-02
1.820000000000000057e-04	1.366047068664180686e-01	1.524555633444405478e-01	1.681342313019393298e-01	3.807471531123567815e-02	4.570771507918200416e-02	5.122982343978906700e-02
1.840000000000000001e-04	1.399165748021216071e-01	1.541268103068295925e-01	1.657188916533946232e-01	3.834639963947818198e-02	4.499204419297880148e-02	5.138142875091052802e-02
1.859999999999999945e-04	1.392907100308598822e-01	1.547593019618000165e-01	1.674039698769066997e-01	3.863058282802838556e-02	4.493409755374316861e-02	5.200185598094270861e-02
1.879999999999999890e-04	1.384830640788506650e-01	1.547479246491902105e-01	1.659552623585628939e-01	3.869034270705082323e-02	4.518572254016904599e-02	5.194502985446016602e-02
1.900000000000000105e-04	1.376142879387009521e-01	1.530618676483006813e-01	1.691515462177470286e-01	3.834682428013587441e-02	4.520558999416066787e-02	5.197264515716630562e-02
1.920000000000000049e-04	1.345934081837933394e-01	1.557223073486418419e-01	1.732028956427896782e-01	3.848757673986406141e-02	4.479810374275828427e-02	5.219134246535565846e-02
