#t=1499.9999999987808 
# x rho, U:x, U:y, T, Q:x, Q:y, P:xx, P:yy, P:xy, p
1.116559674037652501e-20 2.633861072246825863e-01 -8.060675320230387348e-04 -2.497655973909855049e+02 2.731400856448593686e+02 -2.909841781195408657e+03 1.173490069484769549e+01 1.496879553416398085e+04 1.496880428706011844e+04 -1.168175644746363595e+01 1.496879577356227855e+04
1.603248143629917058e-05 2.596718244072653281e-01 -5.290351058825867349e-04 -2.412628263135441102e+02 2.772105096521774499e+02 -2.821815990117119327e+03 6.391274773788306447e+03 1.496878984140804278e+04 1.499531361409235251e+04 -1.172704724425549649e+01 1.497762934637542639e+04
5.103747732085724348e-05 2.521720084712605892e-01 -3.839867114587154471e-05 -2.225223642211859953e+02 2.856118312439533042e+02 -2.620610219543954827e+03 1.137549275542428404e+04 1.496878012312809733e+04 1.502001547351223962e+04 -1.180724325999995017e+01 1.498585856875001264e+04
9.883759776219018577e-05 2.432819997530089318e-01 3.498942518915969984e-04 -1.968043285014340142e+02 2.958983721158624576e+02 -2.330308936911923865e+03 5.580084778888003711e+03 1.496877285930948347e+04 1.499720268805398700e+04 -1.187122689578782264e+01 1.497825124669506840e+04
1.511624022378098601e-04 2.353389019708711505e-01 3.552099950346477696e-04 -1.690181491782041405e+02 3.054862546405848320e+02 -2.001366201487606304e+03 -5.090176318638649718e+03 1.496877285872450011e+04 1.493855610576739309e+04 -1.187334432783590898e+01 1.495870353604515367e+04
1.989625226791428159e-04 2.297164424833290919e-01 -6.095991919212433586e-05 -1.445607253430593175e+02 3.127481085044082647e+02 -1.701446313117626687e+03 -8.796525458319081736e+03 1.496878012147375193e+04 1.490769419042509799e+04 -1.180568211284244384e+01 1.494842139248358035e+04
2.339675185637007872e-04 2.265884841558329643e-01 -6.343689941550079451e-04 -1.275541295232706744e+02 3.172548448713460516e+02 -1.488516555029524625e+03 -4.359281288151410990e+03 1.496878983895293823e+04 1.493446112015410290e+04 -1.171013038741231149e+01 1.495734997198982092e+04
2.499999999999999510e-04 2.254351876668382604e-01 -9.741545056644133069e-04 -1.200909385795071529e+02 3.191221573665637266e+02 -1.394195124687779071e+03 4.270738169759598080e+00 1.496879553132605179e+04 1.496882497326901284e+04 -1.165268435912018674e+01 1.496880816401364427e+04
2.499999999999999510e-04 2.254337908572078830e-01 -2.532799556176425654e-05 -1.200860042828123824e+02 3.191232425208733616e+02 -1.405159472326400419e+03 2.320982610535228030e+00 1.496875658733689852e+04 1.496877922333221795e+04 -1.173875625127060651e+01 1.496876631655242818e+04
2.660324814362991690e-04 2.242454356720491038e-01 -2.886774083904072809e-05 -1.124020458616789142e+02 3.208485400591733878e+02 -1.318072564926005498e+03 5.200240810879873834e+02 1.496876491838443872e+04 1.497354280703597942e+04 -1.176402015834523951e+01 1.497035978364400034e+04
3.010374773208571945e-04 2.219310567931231104e-01 -3.378282692615173577e-05 -9.549672439404301372e+01 3.242304764628941598e+02 -1.123914624840323540e+03 8.974395673537471794e+02 1.496877914025178688e+04 1.497850251793645657e+04 -1.180707979066945157e+01 1.497202259979129485e+04
3.488375977621902316e-04 2.193916106283317069e-01 -3.405025212951473621e-05 -7.225508463707311080e+01 3.279547072588015340e+02 -8.526569835950573406e+02 3.998129727170671117e+02 1.496878976958832754e+04 1.497454791555323391e+04 -1.183913756318125898e+01 1.497071158523793747e+04
4.011624022378098382e-04 2.174336088607087825e-01 -2.554318651476951299e-05 -4.684739485939399373e+01 3.308180110418957725e+02 -5.527868171369148058e+02 -2.856627159494182706e+02 1.496878976919821071e+04 1.496233980912060906e+04 -1.183896023958791055e+01 1.496664228102283414e+04
4.489625226791427669e-04 2.163956801550276365e-01 -9.610698341261375696e-06 -2.391781004088967322e+01 3.323508702877510359e+02 -2.814343256311826167e+02 -2.958289273604875120e+02 1.496877913914869896e+04 1.495508187218543389e+04 -1.180670264036194972e+01 1.496421590049023689e+04
4.839675185637007924e-04 2.160902749944528800e-01 6.980401371719436018e-06 -7.435207270704745852e+00 3.328629543650392293e+02 -8.716696235518257652e+01 -4.144497207934110605e+01 1.496876491675921534e+04 1.496082480511431277e+04 -1.176370722393067503e+01 1.496612071871443368e+04
5.000000000000000104e-04 2.160787546213090715e-01 1.594995782588820677e-05 -1.561505696205623024e-03 3.329395787195280718e+02 -2.421584469318698724e-02 5.771031126243106879e-01 1.496875658547241255e+04 1.496878280531428572e+04 -1.173855915600472066e+01 1.496876781917554399e+04
4.999999999999997936e-04 2.160787546213084054e-01 -1.594995877892507765e-05 1.561507002483919493e-03 3.329395787195291518e+02 2.421585855634628484e-02 -5.771031142325985241e-01 1.496875658547236344e+04 1.496878280531424207e+04 -1.173855915600441335e+01 1.496876781917554581e+04
5.160324814362991742e-04 2.160902749944714485e-01 -6.980402254194677005e-06 7.435207272011386870e+00 3.328629543650145024e+02 8.716696234754368788e+01 4.144497207501259339e+01 1.496876491675922625e+04 1.496082480511466383e+04 -1.176370722392670132e+01 1.496612071871460648e+04
5.510374773208571997e-04 2.163956801550821207e-01 9.610697671642216854e-06 2.391781004218621831e+01 3.323508702876735015e+02 2.814343256238266804e+02 2.958289273407254996e+02 1.496877913914863348e+04 1.495508187218618696e+04 -1.180670264034622541e+01 1.496421590049051338e+04
5.988375977621902910e-04 2.174336088608092576e-01 2.554318582292642545e-05 4.684739486065308256e+01 3.308180110417486617e+02 5.527868171210712944e+02 2.856627159372594633e+02 1.496878976919827801e+04 1.496233980912100560e+04 -1.183896023955802868e+01 1.496664228102309426e+04
6.511624022378099518e-04 2.193916106284756196e-01 3.405025161355270047e-05 7.225508463826304251e+01 3.279547072585853584e+02 8.526569836216519889e+02 -3.998129726840564899e+02 1.496878976958841486e+04 1.497454791555296470e+04 -1.183913756313799048e+01 1.497071158523789200e+04
6.989625226791427179e-04 2.219310567933029943e-01 3.378282623992235570e-05 9.549672439514678501e+01 3.242304764626270526e+02 1.123914624833250627e+03 -8.974395672838595601e+02 1.496877914025179962e+04 1.497850251793589632e+04 -1.180707979061266855e+01 1.497202259979109658e+04
7.339675185637008518e-04 2.242454356722516917e-01 2.886774038860409050e-05 1.124020458627066006e+02 3.208485400588827474e+02 1.318072564933078638e+03 -5.200240810170657824e+02 1.496876491838454422e+04 1.497354280703571021e+04 -1.176402015827921055e+01 1.497035978364396578e+04
7.500000000000000156e-04 2.254337908574205740e-01 2.532799486708935829e-05 1.200860042838027368e+02 3.191232425205743652e+02 1.405159472330078643e+03 -2.320982595609731636e+00 1.496875658733705131e+04 1.496877922333232527e+04 -1.173875625119955401e+01 1.496876631655252459e+04
7.499999999999999072e-04 2.254351876670503962e-01 9.741545054288144401e-04 1.200909385804980900e+02 3.191221573662654123e+02 1.394195124684384155e+03 -4.270738178157452047e+00 1.496879553132610636e+04 1.496882497326913108e+04 -1.165268435905442068e+01 1.496880816401373704e+04
7.660324814362991794e-04 2.265884841560580065e-01 6.343689937563079919e-04 1.275541295242311577e+02 3.172548448710412572e+02 1.488516554990481382e+03 4.359281287992369471e+03 1.496878983895297824e+04 1.493446112015538529e+04 -1.171013038734010792e+01 1.495734997199030659e+04
8.010374773208572049e-04 2.297164424835680396e-01 6.095991895807341838e-05 1.445607253439296187e+02 3.127481085040993776e+02 1.701446313097256507e+03 8.796525457983159868e+03 1.496878012147385925e+04 1.490769419042733716e+04 -1.180568211276005997e+01 1.494842139248436615e+04
8.488375977621902962e-04 2.353389019711037977e-01 -3.552099951781673517e-04 1.690181491789068104e+02 3.054862546402926569e+02 2.001366201445450997e+03 5.090176318395914677e+03 1.496877285872458378e+04 1.493855610576862819e+04 -1.187334432774175674e+01 1.495870353604563388e+04
9.011624022378098486e-04 2.432819997531981138e-01 -3.498942519170253882e-04 1.968043285019087705e+02 2.958983721156271827e+02 2.330308936883349361e+03 -5.580084778648935753e+03 1.496877285930959442e+04 1.499720268805309206e+04 -1.187122689568338707e+01 1.497825124669480647e+04
9.489625226791427231e-04 2.521720084713771626e-01 3.839867098346322279e-05 2.225223642214329800e+02 2.856118312438106841e+02 2.620610219518491704e+03 -1.137549275490871514e+04 1.496878012312825922e+04 1.502001547351058798e+04 -1.180724325988924051e+01 1.498585856874945603e+04
9.839675185637007486e-04 2.596718244073089044e-01 5.290351057636196157e-04 2.412628263136224973e+02 2.772105096521284509e+02 2.821815990078641789e+03 -6.391274773501376330e+03 1.496878984140822104e+04 1.499531361409156489e+04 -1.172704724414065858e+01 1.497762934637529179e+04
1.000000000000000021e-03 2.633861072246874713e-01 8.060675317617948003e-04 2.497655973909880345e+02 2.731400856448589138e+02 2.909841781167116096e+03 -1.173490070578576550e+01 1.496879553416426461e+04 1.496880428706031671e+04 -1.168175644734778373e+01 1.496879577356253139e+04
