#t=1499.9999999987808 
# x rho, U:x, U:y, T, Q:x, Q:y, P:xx, P:yy, P:xy, p
1.116559674037652501e-20 2.523554865394577740e-01 -2.525592290354581530e-04 -2.497647270836360462e+02 2.731403700184478112e+02 -2.841157263551925098e+03 1.662137725338712002e+01 1.434191677938829889e+04 1.434192541114847882e+04 -1.132549335118112666e+01 1.434191694074026782e+04
1.603248143629917058e-05 2.499818585968334450e-01 -1.637250431708677141e-04 -2.413867428651572880e+02 2.758469982638955003e+02 -2.748240297919062868e+03 9.742061179713172123e+02 1.434191439234451354e+04 1.435957649182133537e+04 -1.135408118219603502e+01 1.434779997134972837e+04
5.103747732085724348e-05 2.451553307297039130e-01 -8.238212914520249547e-06 -2.230112693791914751e+02 2.813835556059607939e+02 -2.542215576948762646e+03 1.406529360557474547e+03 1.434191031741912411e+04 1.437576720179445147e+04 -1.140373030798758336e+01 1.435319590638954833e+04
9.883759776219018577e-05 2.393533135989229788e-01 1.127722411166507852e-04 -1.978958794321944765e+02 2.881024013094468046e+02 -2.257053018690985482e+03 4.336611652302225934e+02 1.434190727180365320e+04 1.436052841066061592e+04 -1.144199899852724300e+01 1.434811604875509329e+04
1.511624022378098601e-04 2.340460487802855927e-01 1.146219526334579434e-04 -1.706869185762428174e+02 2.943737219852732210e+02 -1.945985864889530149e+03 -4.793331864198874825e+01 1.434190727183513991e+04 1.432228732847887841e+04 -1.144253286291853833e+01 1.433537014129974705e+04
1.989625226791428159e-04 2.301514067419689613e-01 -1.080934607668023846e-05 -1.464257126837700582e+02 2.992169729150353987e+02 -1.669358096573042076e+03 6.188843261751792397e+02 1.434191031750830189e+04 1.430243103489162058e+04 -1.140299724974630635e+01 1.432875368354867896e+04
2.339675185637007872e-04 2.278768747963960672e-01 -1.826337071536836710e-04 -1.292110339580275422e+02 3.023255740154529576e+02 -1.475054419467906882e+03 6.376202691167854937e+02 1.434191439247499329e+04 1.431977647415802312e+04 -1.134862602909523055e+01 1.433453796338687789e+04
2.499999999999999510e-04 2.269981781279691024e-01 -2.842573135528684561e-04 -1.215222797808874731e+02 3.036523364137975705e+02 -1.389156651800050668e+03 3.841993414633777970e+00 1.434191677953689941e+04 1.434194442691536824e+04 -1.131632266001613196e+01 1.434192863022579149e+04
2.499999999999999510e-04 2.269979785993142263e-01 4.606567765111724760e-05 -1.215192292188545338e+02 3.036521389565589288e+02 -1.383683797546868391e+03 3.967087630361663120e+00 1.434189671351323341e+04 1.434191995626180869e+04 -1.135592989022381438e+01 1.434190669766786596e+04
2.660324814362991690e-04 2.261322184304442873e-01 2.831094559890936683e-05 -1.137376496868609763e+02 3.048401521251651616e+02 -1.295835890690037559e+03 -1.410308687974477834e+03 1.434190155229847187e+04 1.434550445631123512e+04 -1.137364697413502057e+01 1.434310478848748789e+04
3.010374773208571945e-04 2.244448077771931394e-01 -2.188659921424229348e-06 -9.665490700465120710e+01 3.071586426298321157e+02 -1.101919460758749892e+03 -2.658091318530375247e+03 1.434190981258601823e+04 1.434922216931913317e+04 -1.140373936210142247e+01 1.434434959283396893e+04
3.488375977621902316e-04 2.225900692872096742e-01 -2.498754653074496978e-05 -7.321621274574630434e+01 3.096966771404628957e+02 -8.344206644492995792e+02 -1.444998588697929563e+03 1.434191598637235620e+04 1.434623985299967171e+04 -1.142600531263770236e+01 1.434335966454413392e+04
4.011624022378098382e-04 2.211546778886216147e-01 -2.426067428515546302e-05 -4.758575445435230478e+01 3.116404817726425449e+02 -5.416718969078749524e+02 1.539776952962112091e+03 1.434191598638329742e+04 1.433709229181457522e+04 -1.142584059737787605e+01 1.434031051759309230e+04
4.489625226791427669e-04 2.203868788490156438e-01 2.931964117245212871e-07 -2.437535283867417490e+01 3.126866564524098067e+02 -2.779714815384474491e+02 3.153290699649432554e+03 1.434190981261705565e+04 1.433166519254924606e+04 -1.140365411230398607e+01 1.433849738063906079e+04
4.839675185637007924e-04 2.201537521776139317e-01 3.279953069955659513e-05 -7.600748964637933369e+00 3.130489349769129035e+02 -8.912065668600365598e+01 1.805476223118718963e+03 1.434190155234428312e+04 1.433596466280982349e+04 -1.137426691512134624e+01 1.433992502438295560e+04
5.000000000000000104e-04 2.201398956452917388e-01 5.176811469637012785e-05 -1.076408550259720003e-03 3.131119240084478861e+02 -4.231218515657326762e+00 -2.797010326574209671e-01 1.434189671356566214e+04 1.434192221275610791e+04 -1.135713941159419882e+01 1.434190764147542359e+04
4.999999999999997936e-04 2.201398956452913225e-01 -5.176811545116641165e-05 1.076409943557347882e-03 3.131119240084478861e+02 4.231218542534880278e+00 2.797010316647086658e-01 1.434189671356567669e+04 1.434192221275608244e+04 -1.135713941159268003e+01 1.434190764147539630e+04
5.160324814362991742e-04 2.201537521776261996e-01 -3.279953139006561933e-05 7.600748966030407061e+00 3.130489349768989200e+02 8.912065668713535160e+01 -1.805476223099237586e+03 1.434190155234421582e+04 1.433596466281028006e+04 -1.137426691511604027e+01 1.433992502438311567e+04
5.510374773208571997e-04 2.203868788490545294e-01 -2.931972274963705759e-07 2.437535284005360126e+01 3.126866564523584771e+02 2.779714815336378138e+02 -3.153290699622256852e+03 1.434190981261703564e+04 1.433166519255008097e+04 -1.140365411228898296e+01 1.433849738063923542e+04
5.988375977621902910e-04 2.211546778886927245e-01 2.426067378644701747e-05 4.758575445568971674e+01 3.116404817725461385e+02 5.416718969231526444e+02 -1.539776952959898608e+03 1.434191598638327741e+04 1.433709229181499177e+04 -1.142584059734931756e+01 1.434031051759326510e+04
6.511624022378099518e-04 2.225900692873112596e-01 2.498754648870322127e-05 7.321621274700765980e+01 3.096966771403180587e+02 8.344206644447727967e+02 1.444998588693927559e+03 1.434191598637227071e+04 1.434623985299917513e+04 -1.142600531259386187e+01 1.434335966454397385e+04
6.989625226791427179e-04 2.244448077773205097e-01 2.188660087542940559e-06 9.665490700581648298e+01 3.071586426296501031e+02 1.101919460768652243e+03 2.658091318586629768e+03 1.434190981258596730e+04 1.434922216931831099e+04 -1.140373936204244742e+01 1.434434959283360877e+04
7.339675185637008518e-04 2.261322184305872285e-01 -2.831094519599955818e-05 1.137376496879430476e+02 3.048401521249678581e+02 1.295835890680701141e+03 1.410308688005648264e+03 1.434190155229842094e+04 1.434550445631079128e+04 -1.137364697406804481e+01 1.434310478848727143e+04
7.500000000000000156e-04 2.269979785994624966e-01 -4.606567724532568378e-05 1.215192292198956210e+02 3.036521389563619664e+02 1.383683797553375371e+03 -3.967087654836317423e+00 1.434189671351321522e+04 1.434191995626179960e+04 -1.135592989015374066e+01 1.434190669766793144e+04
7.499999999999999072e-04 2.269981781281185662e-01 2.842573136678052705e-04 1.215222797819278355e+02 3.036523364135974248e+02 1.389156651775436558e+03 -3.841993421398823827e+00 1.434191677953686303e+04 1.434194442691535005e+04 -1.131632265994617548e+01 1.434192863022578240e+04
7.660324814362991794e-04 2.278768747965531083e-01 1.826337073768961785e-04 1.292110339590276453e+02 3.023255740152516751e+02 1.475054419454326762e+03 -6.376202691137900729e+02 1.434191439247498056e+04 1.431977647415893989e+04 -1.134862602902002138e+01 1.433453796338721077e+04
8.010374773208572049e-04 2.301514067421324139e-01 1.080934656163531857e-05 1.464257126846674453e+02 2.992169729148376405e+02 1.669358096536262110e+03 -6.188843262697255341e+02 1.434191031750834918e+04 1.430243103489332498e+04 -1.140299724966204309e+01 1.432875368354938655e+04
8.488375977621902962e-04 2.340460487804433554e-01 -1.146219522913137295e-04 1.706869185769616024e+02 2.943737219850822271e+02 1.945985864824740929e+03 4.793331859575593512e+01 1.434190727183518902e+04 1.432228732847983156e+04 -1.144253286282422444e+01 1.433537014130010903e+04
9.011624022378098486e-04 2.393533135990509042e-01 -1.127722406587162459e-04 1.978958794326841257e+02 2.881024013092884388e+02 2.257053018676839201e+03 -4.336611651590920928e+02 1.434190727180367685e+04 1.436052841065993744e+04 -1.144199899842522683e+01 1.434811604875487501e+04
9.489625226791427231e-04 2.451553307297816842e-01 8.238213115255990713e-06 2.230112693794509084e+02 2.813835556058631369e+02 2.542215576908021831e+03 -1.406529360390841020e+03 1.434191031741927327e+04 1.437576720179305084e+04 -1.140373030787961817e+01 1.435319590638911905e+04
9.839675185637007486e-04 2.499818585968635598e-01 1.637250430239191258e-04 2.413867428652414446e+02 2.758469982638595752e+02 2.748240297889072735e+03 -9.742061178834012480e+02 1.434191439234466816e+04 1.435957649182065325e+04 -1.135408118208199468e+01 1.434779997134958830e+04
1.000000000000000021e-03 2.523554865394630475e-01 2.525592288587335242e-04 2.497647270836370410e+02 2.731403700184466743e+02 2.841157263515711293e+03 -1.662137720380041017e+01 1.434191677938853718e+04 1.434192541114871710e+04 -1.132549335106477528e+01 1.434191694074050611e+04
