#t=2.3999999999999573 
# x rho, U:x, U:y, T, Q:x, Q:y, P:xx, P:yy, P:xy, p
-5.000000000000000000e+00 1.001482097775354481e-04 -4.124474319220649554e-01 5.269847338752374555e-13 3.486141725021109892e+02 -6.251634967622766714e-01 6.157540916237284414e-10 1.002241020328120769e+01 1.002214345160139430e+01 -6.750625137914383715e-14 1.002263746945477330e+01
-4.998811251807431688e+00 1.001409488038470402e-04 -4.140838358613410097e-01 -9.643824497387427756e-13 3.486424660934786743e+02 -6.155282009814411204e-01 6.159952737236188379e-10 1.002248623268404160e+01 1.002223165724001674e+01 -6.748584062700208637e-14 1.002272418552568922e+01
-4.996062520823964626e+00 1.001245065057876349e-04 -4.176864080632646248e-01 -4.391566438362927498e-12 3.487063909785882174e+02 -5.934118870401180468e-01 6.203413636233184789e-10 1.002265409207804758e+01 1.002242675105898329e+01 -6.636065660108799306e-14 1.002291594065932934e+01
-4.991875323900852202e+00 1.001003912334938781e-04 -4.226875390378481701e-01 -9.345394109225465370e-12 3.487997454048015129e+02 -5.601693610502673781e-01 6.223215540015075705e-10 1.002288848372727514e+01 1.002270015822668547e+01 -6.734938249988490736e-14 1.002318454571661199e+01
-4.986421433706348161e+00 1.000706674119009417e-04 -4.283194692394122760e-01 -1.540813693681312593e-11 3.489140463958759142e+02 -5.177058920540913434e-01 6.202557566296770159e-10 1.002315519935796750e+01 1.002301321540317858e+01 -6.742697260539843897e-14 1.002349186270827808e+01
-4.979924196167464956e+00 1.000377481512674914e-04 -4.337245933611951765e-01 -2.207694036946262523e-11 3.490394235385318780e+02 -4.683967000191697760e-01 6.140152892941437497e-10 1.002341596534054347e+01 1.002332257288603401e+01 -6.872193234395559984e-14 1.002379514330532295e+01
-4.972649627691435370e+00 1.000041041135574292e-04 -4.380915444669076231e-01 -2.877394024677338110e-11 3.491658541857618161e+02 -4.148966712665761447e-01 5.987097452154553152e-10 1.002363442726411691e+01 1.002358689933522484e+01 -7.306773122770078398e-14 1.002405364998006299e+01
-4.964895557559449557e+00 9.997198057380028084e-05 -4.407841290356154795e-01 -3.510043697088354022e-11 3.492843659186863761e+02 -3.599244768773741110e-01 5.744882827123562872e-10 1.002378179695420890e+01 1.002377321751247941e+01 -7.884491080306020697e-14 1.002423491119175658e+01
-4.956979442440548667e+00 9.994316488142504333e-05 -4.414419558164596191e-01 -4.058800223287243783e-11 3.493880235158309802e+02 -3.060521474379238605e-01 5.395911343165765380e-10 1.002384124516091823e+01 1.002386184482285003e+01 -8.715905451540707917e-14 1.002431959728584765e+01
-4.949225372308562854e+00 9.991883676624386092e-05 -4.400362692133880094e-01 -4.507600654911998113e-11 3.494725567372580599e+02 -2.555325409376760226e-01 4.961682545048675069e-10 1.002381033884020312e+01 1.002384915281705702e+01 -9.589618503984160232e-14 1.002430424143419074e+01
