#t=0.8000000000000006 
# x rho, U:x, U:y, T, Q:x, Q:y, P:xx, P:yy, P:xy, p
-5.000000000000000000e+00 1.000472968624891530e-04 -1.286813785308987546e-01 2.244363460489248655e-12 3.484907123204520758e+02 -3.105463474624929887e-01 2.710676339514442832e-10 1.000864228647681564e+01 1.000855903364595179e+01 5.378492339917391995e-15 1.000899240520643119e+01
-4.998811251807431688e+00 1.000442422175848765e-04 -1.293950589958551001e-01 1.702487342161144603e-12 3.485028847190953343e+02 -3.039213592263660391e-01 2.451721845238681246e-10 1.000868079276419564e+01 1.000860162441072454e+01 2.891742753398185022e-15 1.000903640302762732e+01
-4.996062520823964626e+00 1.000373718562458191e-04 -1.309574405322176394e-01 4.540523067854751347e-13 3.485302263204181941e+02 -2.888012181304621118e-01 1.861050422440766858e-10 1.000876635543577109e+01 1.000869632578849178e+01 -5.350586984592060884e-15 1.000913424965688847e+01
-4.991875323900852202e+00 1.000274236207362506e-04 -1.331016312989689865e-01 -1.462434606877736273e-12 3.485697166785163290e+02 -2.663037771261303477e-01 1.029480773791162993e-10 1.000888737021350750e+01 1.000883044098088170e+01 -1.666398851654211647e-14 1.000927286561398333e+01
-4.986421433706348161e+00 1.000154028756186322e-04 -1.354673399039160453e-01 -3.824210455079944925e-12 3.486172411779509730e+02 -2.379750678108622786e-01 2.165410360868373283e-12 1.000902811207344456e+01 1.000898675980262986e+01 -2.941195231343748485e-14 1.000943452104521292e+01
-4.979924196167464956e+00 1.000024662147880165e-04 -1.376545321496069341e-01 -6.533655526963281773e-12 3.486680758299244758e+02 -2.056752583191882588e-01 -1.032208989285015859e-10 1.000917084908462762e+01 1.000914585760245679e+01 -3.992885920984924739e-14 1.000959920031833050e+01
-4.972649627691435370e+00 9.998976706372061398e-05 -1.392887469203356599e-01 -9.438715654636463965e-12 3.487175275915837460e+02 -1.713917106049308303e-01 -2.056536381775639363e-10 1.000929850025950785e+01 1.000928899251514892e+01 -4.621373368060385348e-14 1.000974758355251559e+01
-4.964895557559449557e+00 9.997830744395661570e-05 -1.400826303677672746e-01 -1.239776499879706081e-11 3.487615497602732262e+02 -1.370486454250220976e-01 -2.927875746459230450e-10 1.000939715478999936e+01 1.000940085347563624e+01 -4.714374556924745917e-14 1.000986387481296092e+01
-4.956979442440548667e+00 9.996881882908196094e-05 -1.398835337815204360e-01 -1.521889123388311107e-11 3.487972364573250843e+02 -1.043408759424533511e-01 -3.629487508870155364e-10 1.000945804853934362e+01 1.000947171862236651e+01 -4.363838153579992965e-14 1.000993802398401655e+01
-4.949225372308562854e+00 9.996168968804623051e-05 -1.386993432794702552e-01 -1.782160609847751855e-11 3.488231218151792632e+02 -7.461454927775212909e-02 -4.100191401142025628e-10 1.000947868836854049e+01 1.000949868669831844e+01 -3.447782210684720482e-14 1.000996699532038470e+01
-4.941950803832533268e+00 9.995694958321170746e-05 -1.366982520843289528e-01 -2.011284635195605494e-11 3.488392417172349838e+02 -4.880950365312311523e-02 -4.365029426884571477e-10 1.000946295423411136e+01 1.000948579581433684e+01 -1.945332557652888197e-14 1.000995489172866826e+01
-4.935453566293652727e+00 9.995431047642421843e-05 -1.341824505911602960e-01 -2.201236665320200436e-11 3.488469549312492859e+02 -2.746652075260958004e-02 -4.439946225857703570e-10 1.000942017484905122e+01 1.000944302469356195e+01 -3.122282067761632371e-15 1.000991192966957222e+01
-4.929999676099148687e+00 9.995325666088927504e-05 -1.315399872754566823e-01 -2.353446267191899799e-11 3.488485598022365366e+02 -1.079098206142883702e-02 -4.395012087997246337e-10 1.000936333869355011e+01 1.000938435243783076e+01 1.585892433890523713e-14 1.000985244557524823e+01
-4.925812479176035374e+00 9.995316696784063248e-05 -1.291826320297771447e-01 -2.465246685668072832e-11 3.488467757263825888e+02 1.245015048254118290e-03 -4.292800130928168677e-10 1.000930674179660684e+01 1.000932520490814603e+01 3.144594786493768404e-14 1.000979227104973823e+01
-4.923063748192570088e+00 9.995344782174779346e-05 -1.274799478800005270e-01 -2.533191683678085689e-11 3.488441800988845785e+02 8.784890557751069348e-03 -4.210165659836063196e-10 1.000926346678052248e+01 1.000927971686835782e+01 4.192335634393438182e-14 1.000974591809733560e+01
-4.921875000000000000e+00 9.995365269157645532e-05 -1.267054930017548486e-01 -2.563765089782506351e-11 3.488427078521424960e+02 1.195711421743960411e-02 -4.145748823017961843e-10 1.000924324866151238e+01 1.000925840947652645e+01 4.640855448786216280e-14 1.000972418981643841e+01
-4.921874999999999112e+00 9.995649240277801946e-05 -1.295806118402890728e-01 -2.521771889436305764e-11 3.488474692377726001e+02 -4.389365751380016473e-02 -3.308266600655841464e-10 1.000969021334529607e+01 1.000966917338846329e+01 -1.723000088496076380e-14 1.001014519638869338e+01
-4.920686251807429912e+00 9.995652183319333182e-05 -1.293469673946034959e-01 -2.525798731322334477e-11 3.488478957792207780e+02 -4.275263683861513231e-02 -3.227061388416844973e-10 1.000970461340232198e+01 1.000968471603514942e+01 -2.048265162101279696e-14 1.001016038326849333e+01
