#t=30.00000000000189 
# x rho, U:x, U:y, T, Q:x, Q:y, P:xx, P:yy, P:xy, p
1.116559674037652501e-20 2.495721333173818619e-03 -6.968522630770607185e-02 -2.312656033319074425e+02 2.838671131218912933e+02 -2.387217460516224946e+03 7.854668349438659334e+02 1.470853279334139927e+02 1.481650399613710931e+02 -1.030810566046842602e+01 1.474075509200604586e+02
1.603248143629917058e-05 2.474013079910626460e-03 -4.498293844408707970e-02 -2.231100882375253889e+02 2.866162955842701763e+02 -2.313104406515589289e+03 7.712706217627571732e+02 1.470828139469365112e+02 1.484934422283191964e+02 -1.035783132418312924e+01 1.475405602602385216e+02
5.103747732085724348e-05 2.430218915099739956e-03 -1.801820502308610922e-03 -2.053657691775275964e+02 2.921393741348635444e+02 -2.145143069830119202e+03 6.982770138066073287e+02 1.470785151745501196e+02 1.488963469680675757e+02 -1.044506151859811816e+01 1.477216158779451405e+02
9.883759776219018577e-05 2.378399777291969729e-03 3.175478275629107366e-02 -1.814484138122384991e+02 2.986356657954490856e+02 -1.906013064797851030e+03 5.541252753772699862e+02 1.470752961138860826e+02 1.489306699918288075e+02 -1.051354001354907197e+01 1.477866101831887136e+02
1.511624022378098601e-04 2.332241714614585910e-03 3.238285943968899350e-02 -1.560127639379757056e+02 3.044552099901364386e+02 -1.638799975486645280e+03 4.055354789432361713e+02 1.470752960431913152e+02 1.486634044368920513e+02 -1.051546074783216511e+01 1.477425285551288141e+02
1.989625226791428159e-04 2.299727581522304810e-03 -1.905181424241095310e-03 -1.337982822682355106e+02 3.087580718605565835e+02 -1.397591032548781641e+03 3.169167694421363421e+02 1.470785151082558855e+02 1.485750726280099343e+02 -1.044474721058728051e+01 1.477417613828002914e+02
2.339675185637007872e-04 2.281762784775527662e-03 -4.877464909706535900e-02 -1.183360358569314883e+02 3.114246730533499203e+02 -1.227066083938380643e+03 2.840473082995953860e+02 1.470828134277822983e+02 1.488703630358440080e+02 -1.034616976533659383e+01 1.478536560675086093e+02
2.499999999999999510e-04 2.275185092570719200e-03 -7.644180985171447618e-02 -1.115191059368464721e+02 3.125411701013260313e+02 -1.151557113724714782e+03 2.757327400802171837e+02 1.470853266467434537e+02 1.491652224858248417e+02 -1.028727829583919373e+01 1.479559808914813175e+02
2.499999999999999510e-04 2.273803586147063200e-03 -3.108936655214408415e-03 -1.109926250066573914e+02 3.125488411346668158e+02 -1.157643992583862882e+03 2.885920651720585397e+02 1.470759397437398377e+02 1.489473211729055890e+02 -1.041367891556060421e+01 1.478697703445380967e+02
2.660324814362991690e-04 2.266645049109147596e-03 -1.996416459596134143e-03 -1.038932427260314029e+02 3.135718668451995654e+02 -1.084371759913025926e+03 2.602054884229253275e+02 1.470768036893273347e+02 1.489913746108901194e+02 -1.042626217426767354e+01 1.478867163010798720e+02
3.010374773208571945e-04 2.252681774571863547e-03 -8.089806354064438200e-05 -8.832243960052187504e+01 3.155699571766319309e+02 -9.228206661567359106e+02 2.107544473036620332e+02 1.470782785138402460e+02 1.490549873210673013e+02 -1.044782586637336053e+01 1.479122197225252080e+02
3.488375977621902316e-04 2.237306762032849252e-03 1.369575224825634067e-03 -6.697474318798388992e+01 3.177636509500416082e+02 -7.000381360498719232e+02 1.626142321852258874e+02 1.470793807854115300e+02 1.490766207872275118e+02 -1.046406072635463147e+01 1.479238869871059592e+02
4.011624022378098382e-04 2.225363392165503364e-03 1.377435297937549619e-03 -4.362369120033778813e+01 3.194537044500861498e+02 -4.556937852015373664e+02 1.198624442211256422e+02 1.470793807634840107e+02 1.490462649323359585e+02 -1.046413225218514143e+01 1.479167739992279280e+02
