1 0 0 611.094 1.68469e+21 0.000111695 0.00109648 -28.7674 290.7 8.01415e+20 0.000111477 -0.00024779 -29.3332 275.705 6.41281 276.963 3.06452 901.794 2.4861e+21 0.000223172 0.000425003 -29.05 276.111 9.47733 -0.556455 6.38069 6.47018 -0.375518 3.03561 3.11731 -18.5064 -8.48172 
2 2e-06 0 611.036 1.68453e+21 0.000111684 0.000303271 -28.4863 290.673 8.01339e+20 0.000111466 -0.00101835 -29.0159 275.728 6.41273 276.988 3.06451 901.709 2.48587e+21 0.000223151 -0.000356891 -28.7508 276.134 9.47724 -0.556495 6.38069 6.47021 -0.3755 3.03561 3.11672 -18.3518 -8.375 
3 4e-06 0 611.015 1.68447e+21 0.00011168 -0.000551217 -28.236 290.641 8.01252e+20 0.000111454 0.000148163 -28.7577 275.738 6.41274 277.004 3.06435 901.656 2.48572e+21 0.000223135 -0.000201882 -28.4966 276.146 9.47709 -0.556508 6.38066 6.47026 -0.375449 3.03562 3.11679 -18.2008 -8.28275 
4 6e-06 0 611 1.68443e+21 0.000111678 0.000628888 -28.012 290.617 8.01187e+20 0.000111445 0.000388698 -28.5067 275.759 6.41307 277.012 3.06419 901.617 2.48562e+21 0.000223123 0.000508919 -28.2591 276.163 9.47727 -0.556489 6.38065 6.47042 -0.375435 3.03562 3.1168 -18.0758 -8.20275 
5 8e-06 0 610.986 1.68439e+21 0.000111675 -0.000462897 -27.8172 290.579 8.0108e+20 0.00011143 0.00101537 -28.2762 275.777 6.41334 277.043 3.06412 901.565 2.48547e+21 0.000223105 0.000275427 -28.0465 276.185 9.47746 -0.556529 6.38075 6.47035 -0.375419 3.03562 3.11677 -17.9567 -8.12691 
6 1e-05 0 610.967 1.68434e+21 0.000111672 -0.000250422 -27.6225 290.582 8.01089e+20 0.000111432 -0.000689507 -28.0407 275.789 6.41343 277.092 3.0647 901.549 2.48543e+21 0.000223103 -0.000469728 -27.8313 276.209 9.47814 -0.55659 6.38068 6.47076 -0.375412 3.03563 3.11762 -17.8352 -8.04777 
7 1.2e-05 0 610.947 1.68429e+21 0.000111668 -9.06017e-05 -27.431 290.562 8.01034e+20 0.000111424 0.000505208 -27.8187 275.81 6.41371 277.118 3.06478 901.509 2.48532e+21 0.000223092 0.000206977 -27.6246 276.232 9.47849 -0.556566 6.38066 6.47124 -0.375402 3.03558 3.1178 -17.7134 -7.96925 
8 1.4e-05 0 610.919 1.68421e+21 0.000111663 0.000166099 -27.2347 290.531 8.0095e+20 0.000111412 -0.000660967 -27.6177 275.824 6.41373 277.136 3.06465 901.451 2.48516e+21 0.000223075 -0.000246969 -27.4259 276.247 9.47839 -0.556595 6.38072 6.47153 -0.375358 3.03559 3.1175 -17.609 -7.90153 
9 1.6e-05 0 610.896 1.68414e+21 0.000111659 0.000206095 -27.0398 290.533 8.00954e+20 0.000111413 -0.000763526 -27.4131 275.832 6.41368 277.149 3.06481 901.429 2.4851e+21 0.000223072 -0.00027818 -27.2263 276.256 9.47849 -0.556586 6.38063 6.47103 -0.375348 3.03564 3.11774 -17.4806 -7.83947 
10 1.8e-05 0 610.855 1.68403e+21 0.000111651 2.49747e-05 -26.8793 290.543 8.00982e+20 0.000111417 0.000222455 -27.2059 275.854 6.41376 277.151 3.06494 901.398 2.48501e+21 0.000223068 0.000123611 -27.0424 276.272 9.4787 -0.55667 6.38075 6.47149 -0.375315 3.0356 3.11766 -17.38 -7.76837 
11 2e-05 0 610.865 1.68406e+21 0.000111653 -0.00062197 -26.6863 290.48 8.00808e+20 0.000111392 0.000865331 -27.0316 275.863 6.41407 277.201 3.06483 901.345 2.48487e+21 0.000223045 0.000120812 -26.8588 276.294 9.4789 -0.556664 6.38068 6.47208 -0.375289 3.03556 3.11773 -17.2797 -7.71074 
