#t=90000.00000779988 
# x rho, U:x, U:y, T, Q:x, Q:y, P:xx, P:yy, P:xy, p
1.116559674037652501e-20 2.582108015190541650e+01 -5.106513867610918016e-06 -2.499975845843611921e+02 2.730012289925684854e+02 -2.528041947381761929e+03 2.145241227799211003e+01 1.466721199529415928e+06 1.466721169871274615e+06 -1.178908064189484861e+01 1.466721189597679069e+06
1.603248143629917058e-05 2.550327336202605366e+01 -3.920372568995438410e-06 -2.413780159841319914e+02 2.765669412020307618e+02 -2.447037869952622259e+03 4.352676829204685637e+05 1.466721193385809427e+06 1.469327683479329105e+06 -1.180998504901163493e+01 1.467590023387373658e+06
5.103747732085724348e-05 2.485952825680820411e+01 -1.968517231822022408e-06 -2.224569834931849357e+02 2.838826849253899809e+02 -2.265145061408672518e+03 7.502851376488923561e+05 1.466721182898051804e+06 1.471716752749890555e+06 -1.183822113651932817e+01 1.468386372847920982e+06
9.883759776219018577e-05 2.409158088172971190e+01 -8.434375697493135719e-07 -1.966258555256410432e+02 2.927819887994583610e+02 -2.010050774128467310e+03 3.487780377708444721e+05 1.466721175059423549e+06 1.469464209130208474e+06 -1.183604983518657150e+01 1.467635519774546148e+06
1.511624022378098601e-04 2.339799677093878216e+01 -1.853954784534215465e-06 -1.688171665470914320e+02 3.010750457182066953e+02 -1.730726308214206483e+03 -2.957113505246608402e+05 1.466721175059370929e+06 1.463828842807869427e+06 -1.177581224926717418e+01 1.465757064343514619e+06
1.989625226791428159e-04 2.289872855431990573e+01 -4.983930314008269902e-06 -1.443381141026583521e+02 3.074360254415216787e+02 -1.484905087055307604e+03 -4.658366611329453299e+05 1.466721182897901861e+06 1.460920730533652939e+06 -1.166410507399590202e+01 1.464787698803371750e+06
2.339675185637007872e-04 2.261446602770236325e+01 -8.668096256991945925e-06 -1.272573495767961731e+02 3.114814666884292933e+02 -1.315836996980535559e+03 -2.110479666558638273e+05 1.466721193385598948e+06 1.463475566001667408e+06 -1.154604492315944420e+01 1.465639317602053983e+06
2.499999999999999510e-04 2.250724019711801560e+01 -1.075336188800326453e-05 -1.197316774306357132e+02 3.131964016237332089e+02 -1.242549744189961302e+03 1.260885272413783120e+01 1.466721199529167498e+06 1.466721185232382035e+06 -1.148139017862619049e+01 1.466721194764589658e+06
2.499999999999999510e-04 2.250723976284613315e+01 -3.950138675269011196e-06 -1.197316290810912847e+02 3.131963986883558846e+02 -1.238389885393595705e+03 1.255733136092020885e+01 1.466721157472952036e+06 1.466721143155740108e+06 -1.154367338374910901e+01 1.466721152717968682e+06
2.660324814362991690e-04 2.239896089203627483e+01 -4.168620372454826187e-06 -1.120467670194143608e+02 3.147449787869678630e+02 -1.160981069878861490e+03 -2.461746265923862666e+03 1.466721166473928140e+06 1.467204283075784100e+06 -1.156270585695624042e+01 1.466882205359678250e+06
3.010374773208571945e-04 2.218798337308645330e+01 -4.394720047025197556e-06 -9.516147625971331081e+01 3.177732683384998040e+02 -9.888095175963601378e+02 -1.193937374895047105e+04 1.466721181839483790e+06 1.467695831349121640e+06 -1.159255869068910982e+01 1.467046065029721009e+06
3.488375977621902316e-04 2.195624242943016213e+01 -4.131949194517946809e-06 -7.198513708910299158e+01 3.210976630874258717e+02 -7.493168261663062140e+02 -1.388329712903061954e+04 1.466721193323759129e+06 1.467290160091724945e+06 -1.160800039755950941e+01 1.466910848935218295e+06
4.011624022378098382e-04 2.177715615746032185e+01 -3.068779672926264524e-06 -4.667724721069754423e+01 3.236496038759710814e+02 -4.861292955503513440e+02 2.538234130930952233e+04 1.466721193323724205e+06 1.466085330967933172e+06 -1.159248318964653457e+01 1.466509239228083985e+06
4.489625226791427669e-04 2.168169681989890307e+01 -1.381985893540179625e-06 -2.384089052481613180e+01 3.250227600392736917e+02 -2.495158415808323298e+02 7.396617867873745854e+04 1.466721181839379482e+06 1.465384354360540397e+06 -1.154976961807565949e+01 1.466275572702471633e+06
4.839675185637007924e-04 2.165305894893543481e+01 2.836398770849755046e-07 -7.414254019738196533e+00 3.254943942137653039e+02 -8.109588654108219430e+01 5.178092404721923958e+04 1.466721166473772377e+06 1.465948896166460821e+06 -1.150177630540690465e+01 1.466463743059914559e+06
5.000000000000000104e-04 2.165159264784722026e+01 1.166166403777392381e-06 -1.635625383530409831e-05 3.255735767860049918e+02 -5.831484542197243215e+00 3.090191441322116383e-03 1.466721157472782070e+06 1.466721157709751045e+06 -1.147518792148412281e+01 1.466721157573150005e+06
4.999999999999997936e-04 2.165159264784720605e+01 -1.166168476406986781e-06 1.661569332825406112e-05 3.255735767860059013e+02 5.831490030876637753e+00 -3.090235026171026921e-03 1.466721157472779276e+06 1.466721157709754072e+06 -1.147518792165323731e+01 1.466721157573153032e+06
5.160324814362991742e-04 2.165305894927998409e+01 -2.836419928537061810e-07 7.414254279215185761e+00 3.254943942091729809e+02 8.109588897420810838e+01 -5.178092399699584348e+04 1.466721166473776102e+06 1.465948896174391732e+06 -1.150177630463235090e+01 1.466463743062559282e+06
5.510374773208571997e-04 2.168169682096079143e+01 1.381983964376676105e-06 2.384089078221047941e+01 3.250227600244270434e+02 2.495158451739368672e+02 -7.396617884676709946e+04 1.466721181839383440e+06 1.465384354375022929e+06 -1.154976961525127166e+01 1.466275572707306826e+06
5.988375977621902910e-04 2.177715615942327432e+01 3.068778093475964964e-06 4.667724746062569352e+01 3.236496038473454746e+02 4.861292973893418434e+02 -2.538234158408848089e+04 1.466721193323731888e+06 1.466085330975383054e+06 -1.159248318390407917e+01 1.466509239230565494e+06
6.511624022378099518e-04 2.195624243227562644e+01 4.131947558035257032e-06 7.198513732517001529e+01 3.210976630452801714e+02 7.493168294481969269e+02 1.388329760550962055e+04 1.466721193323767046e+06 1.467290160084426869e+06 -1.160800038894515396e+01 1.466910848932786146e+06
6.989625226791427179e-04 2.218798337664356168e+01 4.394718742982401568e-06 9.516147647846919710e+01 3.177732682865665197e+02 9.888095218967687288e+02 1.193937500879098843e+04 1.466721181839488214e+06 1.467695831335374853e+06 -1.159255867949144658e+01 1.467046065025155665e+06
