#t=90000.00000779988 
# x rho, U:x, U:y, T, Q:x, Q:y, P:xx, P:yy, P:xy, p
1.116559674037652501e-20 2.502925955881898190e+01 -9.025006633354923973e-07 -2.499975921868341686e+02 2.730012978441817495e+02 -2.649784901965218523e+03 2.086157286539307520e+01 1.421743577198509825e+06 1.421743548439787701e+06 -1.143973734521740937e+01 1.421743567561252275e+06
1.603248143629917058e-05 2.481011403029929241e+01 -1.026624998820797891e-06 -2.415300993248434338e+02 2.755313513934412981e+02 -2.560601078990641781e+03 3.398315483802613016e+04 1.421743574281013105e+06 1.423581164291501511e+06 -1.145342134032251025e+01 1.422356104250919307e+06
5.103747732085724348e-05 2.436345099681863502e+01 -1.326815343474638737e-06 -2.229979398699277340e+02 2.806922470010293296e+02 -2.365426928849281012e+03 1.996931599918234133e+04 1.421743569300554926e+06 1.425246287054662826e+06 -1.147074495632968372e+01 1.422911141883001896e+06
9.883759776219018577e-05 2.382400752696424462e+01 -1.802141447564451292e-06 -1.977433048585753852e+02 2.869408816611762632e+02 -2.101070668012241185e+03 -2.300245627484260331e+04 1.421743565578196198e+06 1.423654511993581196e+06 -1.146652739140218635e+01 1.422380547742332797e+06
1.511624022378098601e-04 2.332679673806841336e+01 -2.409169616527311100e-06 -1.704560803602200849e+02 2.927881628009167230e+02 -1.820473836980814212e+03 6.316913687538984232e+04 1.421743565578324255e+06 1.419739622646521544e+06 -1.142491732032722673e+01 1.421075584637642838e+06
1.989625226791428159e-04 2.295780927035363206e+01 -3.041395495651332840e-06 -1.461618881773785290e+02 2.973543057066355573e+02 -1.578194660123337599e+03 1.963567257679585018e+05 1.421743569300937001e+06 1.417738074544807198e+06 -1.135302832251240446e+01 1.420408404410813469e+06
2.339675185637007872e-04 2.273920993760162190e+01 -3.549626993819618567e-06 -1.289285893462432853e+02 3.003373688746088419e+02 -1.412573178975078918e+03 1.376124176511559344e+05 1.421743574281578651e+06 1.419505228668063646e+06 -1.127983097902735565e+01 1.420997459088927368e+06
2.499999999999999510e-04 2.265366162835979935e+01 -3.794627112650828503e-06 -1.212290933890126894e+02 3.016298420540056213e+02 -1.340705604882037051e+03 6.148312858445320828e+00 1.421743577199168503e+06 1.421743570298285689e+06 -1.124049982060228103e+01 1.421743574899986619e+06
2.499999999999999510e-04 2.265366225398563671e+01 -1.506593607633716489e-06 -1.212290604774116218e+02 3.016298265310124407e+02 -1.316577031973631847e+03 6.101513666244111178e+00 1.421743543283863692e+06 1.421743536364756757e+06 -1.127683635584693356e+01 1.421743540996045340e+06
2.660324814362991690e-04 2.257046741428915482e+01 -1.916472335793652409e-06 -1.134556573796558610e+02 3.027676424369489609e+02 -1.232667403110084251e+03 -1.545672154880999005e+05 1.421743552579320734e+06 1.422109923131929478e+06 -1.129251913494585047e+01 1.421865676116466289e+06
3.010374773208571945e-04 2.240827625506782184e+01 -2.532728401370148652e-06 -9.639914271764261855e+01 3.049858704981006099e+02 -1.047658337369678975e+03 -2.908828528525155853e+05 1.421743568447582191e+06 1.422484686444730498e+06 -1.131779283791380308e+01 1.421990607801487204e+06
3.488375977621902316e-04 2.222990209597798383e+01 -2.741721531995091988e-06 -7.301130740322645352e+01 3.074109640180836891e+02 -7.930149925477022634e+02 -1.579112715041946794e+05 1.421743580307618482e+06 1.422177547883929219e+06 -1.133312298406271168e+01 1.421888236189652001e+06
4.011624022378098382e-04 2.209169346271833945e+01 -2.113613158764055964e-06 -4.744948836996741903e+01 3.092674237304692042e+02 -5.152049249141880409e+02 1.671699584179336962e+05 1.421743580307623139e+06 1.421257145737098297e+06 -1.132576843827105861e+01 1.421581435474820668e+06
4.489625226791427669e-04 2.201755299200531013e+01 -7.473438330840800916e-07 -2.430620220323700664e+01 3.102696105255043335e+02 -2.658176578549647502e+02 3.409190386066876235e+05 1.421743568447605008e+06 1.420718145586090162e+06 -1.129824663224021641e+01 1.421401760850793915e+06
4.839675185637007924e-04 2.199482257581126632e+01 7.327463463099832215e-07 -7.579192139882264811e+00 3.106217060364330678e+02 -8.774576854622894473e+01 1.944326479825249698e+05 1.421743552579351002e+06 1.421149955532749882e+06 -1.126616348690780534e+01 1.421545686919963686e+06
5.000000000000000104e-04 2.199332231270608418e+01 1.544920592444266845e-06 -1.115824470353188440e-05 3.106861314670221077e+02 -7.849748627380726873e+00 -4.208665585395085160e-03 1.421743543283902109e+06 1.421743543519651517e+06 -1.124823523248961799e+01 1.421743543384717545e+06
4.999999999999997936e-04 2.199332231270623694e+01 -1.544919213073752373e-06 1.142850117462130900e-05 3.106861314670207435e+02 7.849747297649121158e+00 4.208606666415496723e-03 1.421743543283907464e+06 1.421743543519655243e+06 -1.124823523219390431e+01 1.421743543384721037e+06
