#t=90000.00000779988 
# x rho, U:x, U:y, T, Q:x, Q:y, P:xx, P:yy, P:xy, p
1.116559674037652501e-20 2.502912698085363985e+01 5.950243424991848035e-07 -2.499975916485692267e+02 2.730012986120022447e+02 -2.649223182141486632e+03 2.087272918713621550e+01 1.421736050337806810e+06 1.421736021572779398e+06 -1.143748389432011692e+01 1.421736040699117118e+06
1.603248143629917058e-05 2.481000791425357477e+01 -5.974455229153195803e-08 -2.415315665947304922e+02 2.755307940012399399e+02 -2.560277440990586001e+03 3.332136770708457334e+04 1.421736048293472268e+06 1.423569333342571277e+06 -1.145220585798291957e+01 1.422347143276867457e+06
5.103747732085724348e-05 2.436339153103401856e+01 -1.287645344987253234e-06 -2.230020303347648110e+02 2.806909254537184779e+02 -2.365402724140948521e+03 1.889106815935669511e+04 1.421736044803589582e+06 1.425230819133740850e+06 -1.147077387626330847e+01 1.422900969578535762e+06
9.883759776219018577e-05 2.382398711344306008e+01 -2.484634430952794815e-06 -1.977495482304363179e+02 2.869393310911012236e+02 -2.101154094241510847e+03 -2.346628341297759835e+04 1.421736042195304297e+06 1.423642843728231266e+06 -1.146673366877142541e+01 1.422371642732159700e+06
1.511624022378098601e-04 2.332678644653234201e+01 -3.106032786633005637e-06 -1.704625441879942969e+02 2.927870261110820707e+02 -1.820527126880270771e+03 6.353038673223467049e+04 1.421736042195451446e+06 1.419736237428328488e+06 -1.142465613250618262e+01 1.421069440642820206e+06
1.989625226791428159e-04 2.295777841996719815e+01 -2.999320953679892498e-06 -1.461663799384863864e+02 2.973536816637484321e+02 -1.578229093636441803e+03 1.968841698514812451e+05 1.421736044804015663e+06 1.417738454552788753e+06 -1.135306351974415584e+01 1.420403514748255257e+06
2.339675185637007872e-04 2.273914598005485388e+01 -2.493943068272794917e-06 -1.289302171391640854e+02 3.003369238587637255e+02 -1.412624001571687131e+03 1.378394127716058574e+05 1.421736048294098116e+06 1.419501973777487176e+06 -1.128121795937637373e+01 1.420991356799440458e+06
2.499999999999999510e-04 2.265357741170840811e+01 -2.139205757501386135e-06 -1.212289916621491983e+02 3.016293665216861086e+02 -1.340769779540037462e+03 6.151927616724063519e+00 1.421736050338527188e+06 1.421736043421196286e+06 -1.124295970819612656e+01 1.421736048032703344e+06
2.499999999999999510e-04 2.265357818307911941e+01 -1.696782465344239298e-06 -1.212289593634300502e+02 3.016293514962202380e+02 -1.316602793288415796e+03 6.104228920714962925e+00 1.421736027902232017e+06 1.421736020997967804e+06 -1.127707558369485064e+01 1.421736025621009059e+06
2.660324814362991690e-04 2.257038333418106646e+01 -2.038280819294234700e-06 -1.134553932681088781e+02 3.027671981269238017e+02 -1.232676991719818034e+03 -1.545353582436226425e+05 1.421736033937257249e+06 1.422102810377021553e+06 -1.129264274840849502e+01 1.421858292771361535e+06
