2.000000000000000164e-05	5.988854222700517124e-06	4.199037762237886159e-06	5.276272189349198236e-06	3.174201183432013258e-06
2.199999999999999943e-05	6.537698179682747051e-06	4.381692936368801228e-06	5.420820668692894820e-06	3.309006168608513900e-06
2.400000000000000061e-05	6.904520930232318302e-06	4.367250509164814434e-06	5.597708905452968028e-06	3.079987240829277053e-06
2.599999999999999840e-05	6.824590867300201039e-06	4.136522457977507948e-06	5.536639503298548093e-06	3.438418803418896015e-06
2.799999999999999958e-05	6.770665855883466955e-06	4.444572105419143779e-06	5.610869052300555140e-06	3.845081640780644342e-06
3.000000000000000076e-05	6.849400184558337697e-06	4.950329815303276026e-06	5.862267871815737406e-06	3.758038147138827273e-06
3.199999999999999855e-05	7.128860435339091212e-06	4.988128946493667227e-06	6.169027237353875279e-06	3.755254764682872545e-06
3.399999999999999973e-05	7.647266483516673263e-06	4.396543643819671441e-06	6.169096411586808911e-06	3.653959121877470572e-06
3.600000000000000091e-05	7.660832473340371660e-06	4.462694023193715253e-06	6.064496387590490217e-06	3.587499070977444864e-06
3.800000000000000209e-05	7.119833759590981835e-06	4.898355091383931464e-06	6.048817295464395300e-06	3.492575976845251126e-06
4.000000000000000327e-05	7.458580040187308268e-06	4.883618613732340235e-06	6.433976555455224638e-06	3.872346570396970800e-06
4.199999999999999768e-05	8.017408207343196903e-06	4.695531914893458526e-06	6.140344234078939710e-06	4.184360641525622872e-06
4.399999999999999886e-05	7.315663600525776425e-06	4.722152297042252058e-06	5.629333333333414340e-06	3.911247974068160413e-06
4.600000000000000004e-05	8.046517341040614456e-06	4.899405811296230352e-06	6.098581196581391891e-06	4.361771351107212611e-06
4.800000000000000122e-05	8.240059193488505698e-06	4.856194174757175904e-06	6.393655913978346701e-06	4.828674337168451568e-06
5.000000000000000240e-05	7.461534338358307951e-06	5.319220134703850727e-06	6.292786596119719845e-06	4.165558912386582035e-06
5.199999999999999680e-05	7.654391752577497404e-06	5.199182259182341883e-06	6.984963289280641669e-06	3.918798213560826279e-06
5.399999999999999798e-05	7.831518987341920787e-06	4.847948303715789621e-06	7.121996007984137276e-06	3.910583468395551729e-06
5.599999999999999916e-05	7.609935087119693049e-06	5.681544869367512951e-06	6.490441109595103838e-06	3.843823178016596292e-06
5.800000000000000034e-05	7.726021505376125609e-06	5.687369219105217802e-06	5.991570109151817356e-06	4.329690444145242311e-06
6.000000000000000152e-05	8.082888243831815958e-06	5.004442961974811452e-06	6.304098939929434839e-06	4.388722146430320355e-06
6.200000000000000270e-05	8.156294397656751286e-06	5.260308555399853832e-06	6.556123105190767979e-06	4.161655886157935821e-06
6.399999999999999710e-05	8.535325670498317518e-06	5.394793239841875508e-06	6.304187279152148130e-06	4.488613953488484539e-06
6.600000000000000506e-05	8.463541033434358949e-06	5.521383879278468701e-06	6.394587813619923392e-06	4.615456719272949929e-06
6.799999999999999946e-05	8.196791758645851595e-06	5.743292496171372150e-06	7.360639504899103908e-06	4.478292343387290393e-06
6.999999999999999387e-05	8.039841212558816093e-06	5.257623554153661054e-06	7.620523224773257751e-06	4.604255725190913094e-06
7.200000000000000182e-05	8.162872847196974641e-06	5.145852487135644974e-06	6.799733206288954971e-06	4.578026565465028453e-06
7.399999999999999623e-05	8.074838709677613531e-06	5.680272624006214963e-06	6.787028055159455017e-06	4.152203098106842875e-06
7.600000000000000418e-05	8.242471328153689504e-06	6.065329559239542133e-06	6.973385442110110404e-06	4.362495479204216639e-06
7.799999999999999859e-05	8.644594489716473000e-06	5.900896931549763873e-06	6.976070381231489052e-06	4.654799807042792666e-06
8.000000000000000654e-05	9.001648484848621598e-06	5.714438095238250563e-06	6.720527306968186633e-06	4.487925581395461251e-06
8.200000000000000095e-05	8.765413060582525218e-06	5.442104499274428797e-06	7.169141135108109707e-06	4.402208029197173363e-06
8.399999999999999535e-05	8.173074101246986876e-06	5.260652402665574996e-06	7.423047321892674408e-06	4.713805569125431877e-06
8.600000000000000331e-05	8.592657153875456639e-06	5.418251445086514479e-06	7.052332015810037934e-06	4.521705716963313028e-06
8.799999999999999771e-05	8.958761560112823088e-06	5.772979214780774453e-06	6.966656905807808960e-06	4.257864077669983107e-06
9.000000000000000567e-05	8.941123595505894635e-06	6.235925155925378164e-06	7.069717682021029103e-06	5.099957716702037650e-06
9.200000000000000007e-05	9.072019543973683833e-06	6.478444924405840169e-06	7.997333333333110284e-06	4.880566514921425086e-06
9.399999999999999448e-05	8.944841429144705983e-06	5.793078408651802956e-06	7.699546925566058147e-06	4.359909624943397915e-06
9.600000000000000243e-05	9.146699507389358214e-06	5.635776024051212202e-06	6.593404157044043163e-06	5.278271334792242115e-06
9.799999999999999684e-05	8.934210104250367866e-06	5.457088791848768854e-06	8.046674182638361423e-06	5.035615866388403009e-06
1.000000000000000048e-04	8.677040498442632573e-06	5.734791586998270149e-06	8.124917472965522460e-06	4.694793187348111365e-06
1.019999999999999992e-04	9.169234567901015151e-06	6.414080410607103252e-06	6.946822384427993059e-06	4.548835454973942664e-06
1.039999999999999936e-04	9.159030004109824485e-06	6.041998388396258531e-06	8.033517163758917737e-06	4.423402109124056232e-06
1.060000000000000016e-04	9.319146800502086189e-06	6.061196443007449231e-06	7.984496644295542141e-06	4.594000000000093573e-06
1.079999999999999960e-04	9.261064006650245408e-06	6.113379535263084808e-06	7.112944693572689493e-06	4.998528497409504021e-06
1.100000000000000039e-04	9.004040404040052086e-06	6.332567567567411200e-06	7.351225540679477890e-06	5.126014877789476420e-06
1.119999999999999983e-04	9.612338222605415331e-06	6.090901705929911876e-06	7.149263895843551956e-06	4.595788470700171837e-06
1.140000000000000063e-04	1.031192966219380847e-05	5.607808526552074608e-06	7.362846828262196593e-06	4.488785481619465126e-06
1.160000000000000007e-04	1.000172351885125569e-05	6.019365716579868656e-06	7.797094483888716984e-06	4.642463907603602944e-06
1.179999999999999951e-04	9.327618250314127448e-06	6.178376596621512351e-06	7.684090419806414242e-06	5.161348314606827701e-06
1.200000000000000030e-04	9.363008403361082588e-06	6.383295019156906264e-06	8.061998870694310774e-06	5.566162723600490189e-06
1.219999999999999974e-04	9.047535525781241566e-06	6.132220858895557331e-06	7.712890329551352648e-06	5.490267501422744332e-06
1.240000000000000054e-04	9.030226904376218718e-06	5.632456799399057928e-06	7.578174097664741380e-06	4.995629207664559857e-06
1.259999999999999998e-04	9.309139515455537527e-06	6.304676198486275915e-06	7.306980552712586218e-06	5.197068965517342889e-06
1.279999999999999942e-04	8.854270957488824062e-06	6.518452173912836794e-06	7.199536056479876127e-06	5.677645673925664335e-06
1.299999999999999886e-04	8.733244514106372930e-06	6.143934426229329830e-06	7.721709031908878583e-06	5.180365198710922961e-06
1.320000000000000101e-04	9.519658265698588946e-06	6.072806804374385408e-06	7.420706860707002154e-06	5.305522552255381205e-06
1.340000000000000045e-04	1.043861358313843751e-05	5.828693623639310865e-06	7.558327157226216515e-06	5.228314363143761920e-06
1.359999999999999989e-04	1.009765292251962932e-05	6.513171155517102003e-06	8.310756693830272324e-06	5.108580508474686275e-06
1.379999999999999933e-04	9.160345252774024241e-06	7.787948051947858174e-06	8.616704888352225061e-06	5.870797321971863260e-06
1.399999999999999877e-04	9.439881406183522102e-06	6.934542090656685434e-06	7.999081232492774010e-06	5.430878378378217240e-06
1.420000000000000092e-04	9.685510647544773511e-06	6.296144477110534449e-06	7.311029185868088766e-06	4.798507462686671880e-06
1.440000000000000036e-04	9.761944809461436335e-06	6.096185441236362203e-06	7.697315363881541826e-06	4.876177957532959463e-06
1.459999999999999981e-04	9.883370288248029780e-06	6.267558528427899282e-06	8.690273889226722854e-06	5.218917748917565936e-06
1.479999999999999925e-04	9.392313527180457295e-06	6.645443262411147631e-06	9.043141228625460059e-06	5.552538860103455468e-06
1.499999999999999869e-04	9.703143230300731228e-06	6.489367965368177075e-06	8.539641148325600442e-06	5.319602868174471518e-06
1.520000000000000084e-04	9.959106344951220758e-06	6.450240963855623694e-06	8.571260504201941421e-06	5.168252947481409293e-06
1.540000000000000028e-04	9.252154420921271521e-06	6.704364937387958769e-06	8.103904653802187076e-06	5.293391877057970167e-06
1.559999999999999972e-04	9.627231101511570603e-06	6.994661689220461044e-06	7.777559912853788176e-06	5.258276990185210404e-06
1.579999999999999916e-04	1.044000000000026427e-05	6.907870967742142101e-06	8.216363636363839220e-06	5.001950207469045377e-06
1.600000000000000131e-04	9.444118644068000867e-06	6.469123867069642943e-06	7.519368088467809333e-06	5.159785981808589505e-06
1.620000000000000075e-04	9.823728514764429822e-06	6.411137724550992771e-06	7.398569948186722933e-06	5.091531151003267328e-06
1.640000000000000019e-04	1.043518726591731246e-05	6.513672316383981155e-06	7.690317716747185740e-06	5.669229864785261150e-06
1.659999999999999963e-04	9.968586762074785164e-06	6.522924281984214312e-06	7.410607161390529485e-06	6.348334430546244367e-06
1.679999999999999907e-04	9.264937655860549815e-06	7.427215064420447911e-06	8.874928527035651801e-06	5.658990610328750402e-06
1.700000000000000122e-04	8.998611223254090685e-06	6.834546283629880621e-06	9.043774540848875345e-06	5.858371810449714901e-06
1.720000000000000066e-04	9.734165938864898369e-06	6.192942148760458168e-06	7.748714053174345716e-06	5.746650774731972752e-06
1.740000000000000010e-04	1.014163785259299432e-05	6.313984835720089144e-06	8.109142532651664499e-06	5.548515535097648955e-06
1.759999999999999954e-04	1.059444866920120674e-05	6.364399150742956408e-06	8.515563506260929148e-06	6.445962566844748223e-06
1.779999999999999898e-04	9.607844827586468485e-06	6.320961619570006507e-06	8.395390946502277933e-06	6.572978868439109082e-06
1.800000000000000113e-04	1.048553151458153258e-05	6.401964972234201497e-06	8.712385600976419001e-06	5.257775354416684348e-06
1.820000000000000057e-04	1.133820956256323613e-05	6.724001794526409656e-06	9.050063371355880233e-06	4.816723276723161287e-06
1.840000000000000001e-04	1.018371859296461817e-05	6.069825840421038506e-06	8.400117647058577842e-06	4.743177570093305251e-06
1.859999999999999945e-04	1.074798457087780310e-05	6.443370593293421060e-06	8.307457824316625129e-06	5.006728971962724962e-06
1.879999999999999890e-04	9.692208695652317036e-06	7.039567872240678311e-06	8.341682242990824269e-06	5.548032220943749349e-06
1.900000000000000105e-04	9.441507835662554980e-06	6.964089219330609577e-06	9.177686375321076779e-06	5.324704583103078222e-06
1.920000000000000049e-04	9.978281110116094457e-06	6.596144366196990686e-06	8.707829268292438714e-06	4.764110671936639829e-06
1.939999999999999993e-04	1.064072553699317739e-05	6.546911314984885138e-06	7.644775160599764284e-06	5.491343963553685710e-06
1.959999999999999937e-04	1.045188935771238359e-05	6.625251989390069815e-06	8.365834797891236559e-06	6.310497382199068843e-06
1.979999999999999881e-04	9.066140707604912678e-06	7.353110893032523922e-06	8.734605504587416333e-06	5.303894389439048545e-06
2.000000000000000096e-04	9.824451300131977548e-06	7.866582677165113766e-06	8.495538370017641447e-06	5.203734484619386050e-06
2.020000000000000040e-04	1.114132933533195365e-05	7.006133707339706075e-06	8.864903786467704912e-06	5.681979964643356818e-06
2.039999999999999984e-04	1.077388110198184357e-05	6.666120996441440476e-06	8.707609756097693066e-06	6.285554106910211200e-06
2.059999999999999928e-04	1.015196721311501260e-05	6.371445578231427666e-06	7.380733850129369975e-06	5.420191118606057550e-06
2.079999999999999872e-04	1.032112962962991296e-05	6.566730937774062803e-06	7.727467532467754976e-06	4.799502239920456866e-06
2.100000000000000087e-04	1.057582542694470531e-05	7.466646736422319542e-06	8.734923547400400074e-06	5.398902575587761894e-06
2.120000000000000031e-04	1.052039641340223362e-05	7.310029268292462024e-06	1.014993603411478489e-05	5.516292906178343970e-06
2.139999999999999975e-04	1.062058122915694334e-05	7.837196652719846118e-06	9.521013333333542902e-06	5.722136498516464649e-06
2.159999999999999919e-04	1.059623574144512961e-05	7.125649072753377507e-06	7.715656401945145845e-06	6.176579115951450109e-06
2.180000000000000134e-04	1.036435146443485607e-05	6.447900172116842175e-06	8.655054545454330802e-06	6.208242112041007825e-06
2.200000000000000078e-04	1.048581373471275588e-05	6.820373236231034019e-06	8.476320474777201857e-06	5.678492343933856998e-06
2.220000000000000022e-04	1.115893893893922529e-05	6.689232142857300012e-06	8.147062179121702984e-06	5.112046659597177170e-06
2.239999999999999966e-04	1.057622390891862456e-05	7.440258192651636535e-06	8.756713672593712490e-06	5.468542257515748732e-06
2.259999999999999910e-04	9.993168982518728716e-06	6.689089285714080146e-06	8.848426270136019580e-06	6.090890713834288570e-06
2.280000000000000126e-04	1.042238429172484699e-05	6.368176795579906780e-06	9.096917197451954450e-06	5.671294117646891730e-06
2.300000000000000070e-04	1.012056286881550269e-05	7.057710786622906493e-06	7.983275572945952188e-06	5.674726309594011180e-06
2.320000000000000014e-04	1.008745701357490265e-05	7.305899561189847403e-06	7.711857451404075098e-06	5.582628836132132608e-06
2.339999999999999958e-04	1.008868778280567107e-05	7.031365556077105538e-06	8.222751871042215989e-06	6.501119352663722525e-06
2.359999999999999902e-04	1.035082636954468825e-05	6.917710064635075595e-06	8.298314933178118838e-06	6.936172661870328480e-06
2.380000000000000117e-04	1.038931966449181525e-05	6.866397800183129035e-06	8.246235565819634900e-06	5.786770708283115108e-06
2.400000000000000061e-04	1.011129251700707350e-05	6.822695810564780991e-06	8.588262176789162401e-06	5.615096097845230842e-06
2.420000000000000005e-04	1.005238954012648685e-05	6.845006852444215818e-06	9.087128586880627897e-06	5.480773166572037314e-06
2.439999999999999949e-04	1.090763209393374607e-05	6.605679012345869616e-06	8.655581141679997908e-06	5.379843750000136612e-06
2.460000000000000164e-04	1.077124637681123478e-05	6.894726184997498543e-06	9.215951474478731469e-06	5.863074677693850608e-06
2.480000000000000108e-04	1.001260889088431206e-05	7.424142715559722589e-06	9.214658064515785863e-06	5.611618160651718586e-06
2.500000000000000052e-04	1.065274725274756796e-05	6.965169688517093265e-06	7.908327796234962474e-06	6.024671916010601759e-06
2.519999999999999996e-04	1.131839593908590239e-05	6.468618307426397037e-06	8.234949553185158224e-06	5.942085798816433647e-06
2.539999999999999940e-04	1.099999999999966429e-05	6.907570308897935411e-06	8.872833447225887468e-06	5.034076549527311215e-06
2.559999999999999884e-04	1.033238183503270206e-05	7.144701955174239724e-06	9.002256539552709515e-06	5.984084419615249511e-06
2.579999999999999828e-04	1.066786602870832365e-05	6.281693920335577832e-06	9.324854736567477761e-06	5.968945022288427197e-06
2.599999999999999772e-04	1.061771428571449944e-05	6.964816364481818881e-06	8.681903835633307352e-06	5.335303558581117931e-06
2.620000000000000258e-04	1.003438343834357549e-05	8.059429800968014631e-06	8.937947434292565520e-06	5.361935483870801891e-06
2.640000000000000202e-04	9.492277564920971385e-06	7.513319959879388551e-06	9.407047355594770269e-06	6.098273135555529287e-06
2.660000000000000146e-04	1.027051128512230090e-05	6.643334811530087359e-06	9.189165540758175780e-06	6.763853223882822616e-06
2.680000000000000090e-04	1.183513800424659309e-05	6.742232223222514821e-06	9.705102942175890973e-06	5.439882631757265659e-06
2.700000000000000035e-04	1.121668008048315380e-05	7.082874704491927214e-06	9.153547394731934174e-06	5.710068704098712956e-06
2.719999999999999979e-04	1.011667876587992917e-05	6.738929374718628694e-06	8.531382152669680994e-06	6.339839537024721092e-06
2.739999999999999923e-04	1.067957854406097990e-05	7.339813816756258699e-06	8.806313582834741021e-06	5.571426920187062103e-06
2.759999999999999867e-04	1.176099156118169441e-05	7.662813299232958407e-06	8.484762074496771187e-06	5.867827145465726310e-06
2.779999999999999811e-04	1.164950888192234047e-05	7.592843385706808024e-06	8.862368927219426101e-06	6.442852369177105360e-06
2.799999999999999755e-04	1.134778625954224024e-05	7.761886010362825750e-06	8.472705700895938224e-06	5.908991725406215863e-06
2.820000000000000241e-04	1.117646115288245095e-05	7.670250896057550626e-06	8.552302257350096802e-06	5.897235135796577020e-06
2.840000000000000185e-04	1.066005736137639733e-05	7.039812030074990093e-06	9.519936012797206113e-06	6.536804990506999543e-06
2.860000000000000129e-04	1.114324837581241654e-05	6.666844681798104976e-06	8.657574104382809762e-06	5.807928666104514045e-06
2.880000000000000073e-04	1.169913955928612050e-05	6.663736654804068490e-06	8.631921194173865274e-06	6.043229689066999910e-06
